begins_at,close_price,volume,symbol
2020-05-15,109.050000,29765968,DIS
2020-05-18,116.850000,40075682,DIS
2020-05-19,114.370000,20332581,DIS
2020-05-20,119.920000,25749914,DIS
2020-05-21,117.830000,17578300,DIS
2020-05-22,118.020000,9288238,DIS
2020-05-26,120.950000,16466399,DIS
2020-05-27,121.530000,19345392,DIS
2020-05-28,116.750000,18625659,DIS
2020-05-29,117.300000,17845756,DIS
2020-06-01,118.770000,10548789,DIS
2020-06-02,118.750000,10753111,DIS
2020-06-03,122.180000,12584301,DIS
2020-06-04,123.690000,14195122,DIS
2020-06-05,124.820000,16581597,DIS
2020-06-08,127.280000,13858100,DIS
2020-06-09,123.890000,10882796,DIS
2020-06-10,122.180000,11497114,DIS
2020-06-11,112.640000,26078845,DIS
2020-06-12,115.490000,18361940,DIS
2020-06-15,117.080000,14156378,DIS
2020-06-16,118.440000,12951190,DIS
2020-06-17,117.650000,8921557,DIS
2020-06-18,118.370000,9577324,DIS
2020-06-19,114.350000,23496269,DIS
2020-06-22,115.920000,12868007,DIS
2020-06-23,116.590000,10187615,DIS
2020-06-24,112.070000,22252541,DIS
2020-06-25,111.360000,17240437,DIS
2020-06-26,109.100000,15270853,DIS
2020-06-29,111.520000,12584332,DIS
2020-06-30,111.510000,10565924,DIS
2020-07-01,113.010000,11930873,DIS
2020-07-02,112.180000,10311966,DIS
2020-04-06,22.320000,95093023,DAL
2020-04-07,22.250000,98907230,DAL
2020-04-08,23.230000,67565194,DAL
2020-04-09,24.390000,91692855,DAL
2020-04-13,23.250000,76172968,DAL
2020-04-14,24.540000,60843593,DAL
2020-04-15,24.350000,88092459,DAL
2020-04-16,22.780000,57610192,DAL
2020-04-17,24.270000,52594484,DAL
2020-04-20,23.640000,42950780,DAL
2020-04-21,23.100000,38616713,DAL
2020-04-22,22.470000,70221360,DAL
2020-04-23,22.480000,43581842,DAL
2020-04-24,22.410000,43766606,DAL
2020-04-27,22.160000,50561650,DAL
2020-04-28,24.340000,83972146,DAL
2020-04-29,27.320000,81614877,DAL
2020-04-30,25.910000,63570686,DAL
2020-05-01,24.120000,45146130,DAL
2020-05-04,22.570000,91387139,DAL
2020-05-05,21.710000,51178744,DAL
2020-05-06,21.000000,52949154,DAL
2020-05-07,21.680000,48328180,DAL
2020-05-08,22.720000,43366769,DAL
2020-05-11,22.010000,39151906,DAL
2020-05-12,21.030000,37466268,DAL
2020-05-13,19.410000,72264892,DAL
2020-05-14,19.380000,88506252,DAL
2020-05-15,19.190000,46861844,DAL
2020-05-18,21.860000,74681701,DAL
2020-05-19,21.760000,70906353,DAL
2020-05-20,22.720000,50856956,DAL
2020-05-21,23.160000,46567247,DAL
2020-05-22,22.690000,37139330,DAL
2020-05-26,25.650000,78557082,DAL
2020-05-27,26.320000,92711991,DAL
2020-05-28,25.660000,54071471,DAL
2020-05-29,25.210000,50687506,DAL
2020-06-01,26.170000,46647202,DAL
2020-06-02,26.410000,43200422,DAL
2020-06-03,28.470000,65011100,DAL
2020-06-04,32.380000,134626481,DAL
2020-06-05,34.160000,130685447,DAL
2020-06-08,36.970000,82137330,DAL
2020-06-09,34.170000,60254521,DAL
2020-06-10,31.640000,90379430,DAL
2020-06-11,27.200000,88001455,DAL
2020-06-12,30.430000,68352373,DAL
2020-06-15,30.460000,64288748,DAL
2020-06-16,31.300000,63426691,DAL
2020-06-17,30.720000,37722140,DAL
2020-06-18,30.790000,40662581,DAL
2020-06-19,29.510000,48103860,DAL
2020-06-22,29.310000,42192662,DAL
2020-06-23,29.640000,33474973,DAL
2020-06-24,27.340000,45272507,DAL
2020-06-25,28.010000,37309399,DAL
2020-06-26,26.910000,45683436,DAL
2020-06-29,28.610000,38727331,DAL
2020-06-30,28.050000,27054771,DAL
2020-07-01,27.700000,39305268,DAL
2020-07-02,27.720000,29240138,DAL
2020-04-06,262.470000,50455071,AAPL
2020-04-07,259.430000,50721831,AAPL
2020-04-08,266.070000,42223821,AAPL
2020-04-09,267.990000,40529123,AAPL
2020-04-13,273.250000,32755731,AAPL
2020-04-14,287.050000,48748672,AAPL
2020-04-15,284.430000,32788641,AAPL
2020-04-16,286.690000,39281290,AAPL
2020-04-17,282.800000,53812478,AAPL
2020-04-20,276.930000,32503750,AAPL
2020-04-21,268.370000,45247893,AAPL
2020-04-22,276.100000,29264342,AAPL
2020-04-23,275.030000,31203582,AAPL
2020-04-24,282.970000,31627183,AAPL
2020-04-27,283.170000,29271893,AAPL
2020-04-28,278.580000,28001187,AAPL
2020-04-29,287.730000,34320204,AAPL
2020-04-30,293.800000,45765968,AAPL
2020-05-01,289.070000,60154175,AAPL
2020-05-04,293.160000,33391986,AAPL
2020-05-05,297.560000,36937795,AAPL
2020-05-06,300.630000,35583438,AAPL
2020-05-07,303.740000,28803764,AAPL
2020-05-08,310.130000,33511985,AAPL
2020-05-11,315.010000,36486561,AAPL
2020-05-12,311.410000,40575263,AAPL
2020-05-13,307.650000,50155639,AAPL
2020-05-14,309.540000,39732269,AAPL
2020-05-15,307.710000,41587094,AAPL
2020-05-18,314.960000,33843125,AAPL
2020-05-19,313.140000,25432385,AAPL
2020-05-20,319.230000,27876215,AAPL
2020-05-21,317.160000,25672211,AAPL
2020-05-22,318.890000,20450754,AAPL
2020-05-26,316.730000,31380454,AAPL
2020-05-27,318.110000,28236274,AAPL
2020-05-28,318.250000,33449103,AAPL
2020-05-29,317.940000,38399532,AAPL
2020-06-01,321.850000,20254653,AAPL
2020-06-02,323.340000,21910704,AAPL
2020-06-03,325.120000,26122804,AAPL
2020-06-04,322.320000,21890091,AAPL
2020-06-05,331.500000,34312550,AAPL
2020-06-08,333.460000,23913634,AAPL
2020-06-09,343.990000,36928091,AAPL
2020-06-10,352.840000,41662938,AAPL
2020-06-11,335.900000,50415613,AAPL
2020-06-12,338.800000,50036513,AAPL
2020-06-15,342.990000,34702230,AAPL
2020-06-16,352.080000,41357182,AAPL
2020-06-17,351.590000,28601626,AAPL
2020-06-18,351.730000,24205096,AAPL
2020-06-19,349.720000,66118952,AAPL
2020-06-22,358.870000,33861316,AAPL
2020-06-23,366.530000,53038869,AAPL
2020-06-24,360.060000,48155849,AAPL
2020-06-25,364.840000,34380628,AAPL
2020-06-26,353.630000,51314211,AAPL
2020-06-29,361.780000,32661519,AAPL
2020-06-30,364.800000,35055821,AAPL
2020-07-01,364.110000,27684309,AAPL
2020-07-02,364.110000,28510367,AAPL
2020-04-06,165.270000,67111697,MSFT
2020-04-07,163.490000,62769038,MSFT
2020-04-08,165.130000,48318234,MSFT
2020-04-09,165.140000,51431775,MSFT
2020-04-13,165.510000,41905264,MSFT
2020-04-14,173.700000,52874338,MSFT
2020-04-15,171.880000,40940833,MSFT
2020-04-16,177.040000,50479610,MSFT
2020-04-17,178.600000,52765625,MSFT
2020-04-20,175.060000,36669595,MSFT
2020-04-21,167.820000,56203749,MSFT
2020-04-22,173.520000,34651604,MSFT
2020-04-23,171.420000,32790804,MSFT
2020-04-24,174.550000,34305320,MSFT
2020-04-27,174.050000,33194384,MSFT
2020-04-28,169.810000,34392694,MSFT
2020-04-29,177.430000,51286559,MSFT
2020-04-30,179.210000,53875857,MSFT
2020-05-01,174.570000,39370474,MSFT
2020-05-04,178.840000,30372862,MSFT
2020-05-05,180.760000,36839168,MSFT
2020-05-06,182.540000,32139299,MSFT
2020-05-07,183.600000,28315992,MSFT
2020-05-08,184.680000,30912638,MSFT
2020-05-11,186.740000,30892660,MSFT
2020-05-12,182.510000,32038199,MSFT
2020-05-13,179.750000,44711488,MSFT
2020-05-14,180.530000,41873911,MSFT
2020-05-15,183.160000,46610382,MSFT
2020-05-18,184.910000,35306620,MSFT
2020-05-19,183.630000,26799116,MSFT
2020-05-20,185.660000,31261334,MSFT
2020-05-21,183.470000,29119513,MSFT
2020-05-22,183.510000,20826898,MSFT
2020-05-26,181.570000,36073609,MSFT
2020-05-27,181.810000,39517146,MSFT
2020-05-28,181.400000,33831824,MSFT
2020-05-29,183.250000,42146720,MSFT
2020-06-01,182.830000,22668821,MSFT
2020-06-02,184.910000,30794585,MSFT
2020-06-03,185.360000,27311016,MSFT
2020-06-04,182.920000,28761809,MSFT
2020-06-05,187.200000,39893643,MSFT
2020-06-08,188.360000,33211590,MSFT
2020-06-09,189.800000,29783916,MSFT
2020-06-10,196.840000,43872329,MSFT
2020-06-11,186.270000,52854672,MSFT
2020-06-12,187.740000,43373587,MSFT
2020-06-15,188.940000,32770189,MSFT
2020-06-16,193.570000,42556656,MSFT
2020-06-17,194.240000,25687822,MSFT
2020-06-18,196.320000,23061648,MSFT
2020-06-19,195.150000,44441141,MSFT
2020-06-22,200.570000,32818929,MSFT
2020-06-23,201.910000,30917447,MSFT
2020-06-24,197.840000,36740647,MSFT
2020-06-25,200.340000,27803933,MSFT
2020-06-26,196.330000,54675780,MSFT
2020-06-29,198.440000,26701586,MSFT
2020-06-30,203.510000,34310283,MSFT
2020-07-01,204.700000,32061206,MSFT
2020-07-02,206.260000,29315762,MSFT
2020-04-06,10.210000,195697628,CCL
2020-04-07,11.300000,185454316,CCL
2020-04-08,11.990000,108041185,CCL
2020-04-09,12.420000,145266549,CCL
2020-04-13,11.500000,77438798,CCL
2020-04-14,12.510000,79840103,CCL
2020-04-15,12.380000,55875255,CCL
2020-04-16,11.850000,59788576,CCL
2020-04-17,12.560000,60675118,CCL
2020-04-20,12.220000,41265157,CCL
2020-04-21,11.840000,40644494,CCL
2020-04-22,11.640000,38621573,CCL
2020-04-23,12.170000,46795194,CCL
2020-04-24,11.910000,39106145,CCL
2020-04-27,12.980000,54811248,CCL
2020-04-28,14.460000,90378209,CCL
2020-04-29,16.690000,111882547,CCL
2020-04-30,15.900000,87744911,CCL
2020-05-01,13.930000,63622542,CCL
2020-05-04,14.340000,74722716,CCL
2020-05-05,13.090000,89357446,CCL
2020-05-06,12.820000,50586779,CCL
2020-05-07,13.530000,39715806,CCL
2020-05-08,14.210000,41587406,CCL
2020-05-11,13.850000,36936903,CCL
2020-05-12,13.190000,35482339,CCL
2020-05-13,12.260000,57274046,CCL
2020-05-14,12.270000,56189706,CCL
2020-05-15,12.780000,36812771,CCL
2020-05-18,14.720000,79983385,CCL
2020-05-19,14.110000,51347122,CCL
2020-05-20,14.150000,40132638,CCL
2020-05-21,14.600000,50573055,CCL
2020-05-22,14.460000,29208040,CCL
2020-05-26,16.280000,59226218,CCL
2020-05-27,17.240000,88455748,CCL
2020-05-28,15.930000,60951577,CCL
2020-05-29,15.740000,50358472,CCL
2020-06-01,16.800000,42635527,CCL
2020-06-02,16.870000,41632085,CCL
2020-06-03,17.250000,53113165,CCL
2020-06-04,18.480000,86050104,CCL
2020-06-05,21.510000,113521075,CCL
2020-06-08,24.910000,107262909,CCL
2020-06-09,23.040000,72547437,CCL
2020-06-10,20.590000,82883080,CCL
2020-06-11,17.440000,79106599,CCL
2020-06-12,19.980000,65140117,CCL
2020-06-15,19.440000,59224492,CCL
2020-06-16,20.420000,58679115,CCL
2020-06-17,19.090000,44645686,CCL
2020-06-18,18.820000,60188028,CCL
2020-06-19,17.830000,54899087,CCL
2020-06-22,17.230000,44450663,CCL
2020-06-23,18.000000,33867694,CCL
2020-06-24,16.000000,47045990,CCL
2020-06-25,16.000000,37376688,CCL
2020-06-26,15.780000,36855964,CCL
2020-06-29,16.780000,36047616,CCL
2020-06-30,16.420000,25267618,CCL
2020-07-01,16.360000,37215109,CCL
2020-07-02,15.880000,30023338,CCL
2020-04-06,2.530000,4166399,GPRO
2020-04-07,2.550000,4535600,GPRO
2020-04-08,2.730000,3428216,GPRO
2020-04-09,2.710000,3701051,GPRO
2020-04-13,2.880000,3454485,GPRO
2020-04-14,3.080000,3864737,GPRO
2020-04-15,2.660000,5748291,GPRO
2020-04-16,2.580000,4423786,GPRO
2020-04-17,2.820000,5299400,GPRO
2020-04-20,2.840000,4965218,GPRO
2020-04-21,2.745000,3084185,GPRO
2020-04-22,2.770000,1769525,GPRO
2020-04-23,2.890000,3452470,GPRO
2020-04-24,2.970000,1728061,GPRO
2020-04-27,3.240000,3551347,GPRO
2020-04-28,3.310000,3567902,GPRO
2020-04-29,3.550000,3912596,GPRO
2020-04-30,3.520000,3473822,GPRO
2020-05-01,3.300000,2827620,GPRO
2020-05-04,3.250000,1948279,GPRO
2020-05-05,3.210000,3160717,GPRO
2020-05-06,3.250000,1806935,GPRO
2020-05-07,3.370000,4286928,GPRO
2020-05-08,3.445000,5867945,GPRO
2020-05-11,3.350000,2973730,GPRO
2020-05-12,3.400000,2479834,GPRO
2020-05-13,3.540000,9055151,GPRO
2020-05-14,3.500000,4810252,GPRO
2020-05-15,3.810000,7414937,GPRO
2020-05-18,3.910000,3876814,GPRO
2020-05-19,4.025000,6702507,GPRO
2020-05-20,4.135000,3165872,GPRO
2020-05-21,4.195000,2214471,GPRO
2020-05-22,4.160000,1587949,GPRO
2020-05-26,4.350000,3264370,GPRO
2020-05-27,4.830000,11167844,GPRO
2020-05-28,4.530000,3889227,GPRO
2020-05-29,4.710000,4344060,GPRO
2020-06-01,4.740000,3164708,GPRO
2020-06-02,4.720000,3204542,GPRO
2020-06-03,4.750000,2772918,GPRO
2020-06-04,4.700000,2735042,GPRO
2020-06-05,4.860000,3691551,GPRO
2020-06-08,5.190000,4953855,GPRO
2020-06-09,5.060000,3797973,GPRO
2020-06-10,4.940000,2952281,GPRO
2020-06-11,4.270000,3801536,GPRO
2020-06-12,4.320000,2787700,GPRO
2020-06-15,4.480000,3188053,GPRO
2020-06-16,4.580000,2521570,GPRO
2020-06-17,4.610000,1759592,GPRO
2020-06-18,4.540000,1758331,GPRO
2020-06-19,4.540000,3290376,GPRO
2020-06-22,4.695000,2703174,GPRO
2020-06-23,4.830000,2160289,GPRO
2020-06-24,4.640000,2082038,GPRO
2020-06-25,4.760000,1879683,GPRO
2020-06-26,4.550000,2571237,GPRO
2020-06-29,4.695000,2173499,GPRO
2020-06-30,4.760000,1335433,GPRO
2020-07-01,4.660000,1946652,GPRO
2020-07-02,4.790000,2060044,GPRO
2020-04-06,9.594000,4244622,ACB
2020-04-07,9.601200,2422996,ACB
2020-04-08,10.226400,2888090,ACB
2020-04-09,10.515600,2554990,ACB
2020-04-13,9.117600,4844224,ACB
2020-04-14,9.002400,2843289,ACB
2020-04-15,8.503200,2380555,ACB
2020-04-16,8.023200,2461544,ACB
2020-04-17,8.280000,2716459,ACB
2020-04-20,8.580000,2771524,ACB
2020-04-21,8.640000,1353764,ACB
2020-04-22,8.614800,1489735,ACB
2020-04-23,8.587200,2097276,ACB
2020-04-24,8.760000,2214241,ACB
2020-04-27,9.120000,2991013,ACB
2020-04-28,9.090000,1720587,ACB
2020-04-29,9.045600,1503736,ACB
2020-04-30,8.880000,1077238,ACB
2020-05-01,8.437200,1540989,ACB
2020-05-04,8.520000,911366,ACB
2020-05-05,8.388000,1211937,ACB
2020-05-06,8.298000,875977,ACB
2020-05-07,8.324400,1003541,ACB
2020-05-08,8.059200,2519513,ACB
2020-05-11,7.410000,5070850,ACB
2020-05-12,6.460000,6517702,ACB
2020-05-13,5.800000,5844855,ACB
2020-05-14,6.640000,12538504,ACB
2020-05-15,11.200000,102264744,ACB
2020-05-18,17.100000,97773560,ACB
2020-05-19,14.650000,52996131,ACB
2020-05-20,12.750000,33335234,ACB
2020-05-21,17.400000,67695640,ACB
2020-05-22,16.010000,26010135,ACB
2020-05-26,15.610000,12490159,ACB
2020-05-27,15.300000,8733319,ACB
2020-05-28,15.340000,13841081,ACB
2020-05-29,14.080000,10725557,ACB
2020-06-01,14.100000,7894028,ACB
2020-06-02,14.530000,7144432,ACB
2020-06-03,14.300000,4904013,ACB
2020-06-04,14.230000,4609619,ACB
2020-06-05,13.940000,5163450,ACB
2020-06-08,15.740000,11814499,ACB
2020-06-09,14.810000,5982952,ACB
2020-06-10,14.290000,4891514,ACB
2020-06-11,12.910000,5330509,ACB
2020-06-12,13.210000,3828214,ACB
2020-06-15,13.250000,3828309,ACB
2020-06-16,13.110000,5293627,ACB
2020-06-17,13.190000,3499790,ACB
2020-06-18,13.010000,4288614,ACB
2020-06-19,13.370000,6506836,ACB
2020-06-22,13.720000,3858835,ACB
2020-06-23,13.580000,12787131,ACB
2020-06-24,13.670000,5498626,ACB
2020-06-25,13.200000,4832862,ACB
2020-06-26,12.470000,3806687,ACB
2020-06-29,12.360000,2844439,ACB
2020-06-30,12.420000,3140331,ACB
2020-07-01,12.270000,2419606,ACB
2020-07-02,12.270000,2882659,ACB
2020-04-06,3.690000,11667245,PLUG
2020-04-07,3.650000,11641287,PLUG
2020-04-08,3.820000,11846789,PLUG
2020-04-09,3.820000,10718785,PLUG
2020-04-13,4.120000,11544283,PLUG
2020-04-14,4.270000,11021850,PLUG
2020-04-15,4.180000,9551665,PLUG
2020-04-16,4.490000,13172034,PLUG
2020-04-17,4.520000,12209108,PLUG
2020-04-20,4.420000,10440743,PLUG
2020-04-21,4.220000,8788311,PLUG
2020-04-22,4.330000,7170114,PLUG
2020-04-23,4.300000,6479222,PLUG
2020-04-24,4.400000,5158462,PLUG
2020-04-27,4.500000,6496295,PLUG
2020-04-28,4.440000,6706501,PLUG
2020-04-29,4.420000,6066242,PLUG
2020-04-30,4.185000,7982714,PLUG
2020-05-01,3.920000,10378442,PLUG
2020-05-04,4.090000,7136347,PLUG
2020-05-05,4.170000,6665285,PLUG
2020-05-06,4.170000,6283987,PLUG
2020-05-07,4.370000,8865349,PLUG
2020-05-08,4.550000,9152276,PLUG
2020-05-11,4.310000,9185494,PLUG
2020-05-12,4.275000,9233862,PLUG
2020-05-13,4.110000,16999784,PLUG
2020-05-14,4.060000,17036523,PLUG
2020-05-15,4.080000,6831367,PLUG
2020-05-18,4.170000,7486494,PLUG
2020-05-19,4.170000,8743071,PLUG
2020-05-20,4.220000,6979884,PLUG
2020-05-21,4.165000,6880452,PLUG
2020-05-22,4.110000,4939543,PLUG
2020-05-26,4.220000,13350630,PLUG
2020-05-27,4.330000,13745138,PLUG
2020-05-28,4.245000,14082336,PLUG
2020-05-29,4.210000,11847973,PLUG
2020-06-01,4.280000,10019251,PLUG
2020-06-02,4.150000,11980431,PLUG
2020-06-03,4.170000,7583365,PLUG
2020-06-04,5.000000,33028486,PLUG
2020-06-05,4.880000,24537110,PLUG
2020-06-08,5.280000,18109842,PLUG
2020-06-09,5.095000,13107582,PLUG
2020-06-10,5.660000,39394240,PLUG
2020-06-11,4.750000,25600148,PLUG
2020-06-12,5.060000,15587312,PLUG
2020-06-15,5.210000,11295899,PLUG
2020-06-16,5.450000,14726444,PLUG
2020-06-17,5.290000,10316297,PLUG
2020-06-18,5.390000,8186176,PLUG
2020-06-19,5.480000,14987034,PLUG
2020-06-22,5.570000,9008351,PLUG
2020-06-23,6.430000,69169629,PLUG
2020-06-24,7.570000,87133396,PLUG
2020-06-25,7.350000,33448135,PLUG
2020-06-26,6.830000,29148144,PLUG
2020-06-29,7.990000,46928471,PLUG
2020-06-30,8.210000,34003555,PLUG
2020-07-01,8.870000,55809144,PLUG
2020-07-02,9.100000,38140019,PLUG
2020-04-06,10.010000,40974238,NCLH
2020-04-07,11.010000,56733103,NCLH
2020-04-08,11.720000,28293132,NCLH
2020-04-09,13.110000,53319986,NCLH
2020-04-13,11.360000,34352072,NCLH
2020-04-14,12.350000,38677051,NCLH
2020-04-15,12.080000,20560304,NCLH
2020-04-16,11.350000,20442252,NCLH
2020-04-17,12.380000,25069497,NCLH
2020-04-20,11.490000,26653407,NCLH
2020-04-21,11.000000,22928580,NCLH
2020-04-22,10.870000,18083412,NCLH
